NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TARBP1	1	TARBP1	
ARCN1	1	ARCN1	
SKI	1	SKI	
ZNF70	1	ZNF70	
ZNF71	1	ZNF71	
ZNF74	1	ZNF74	
MTCH1	1	MTCH1	
MTCH2	1	MTCH2	
PDCD7	1	PDCD7	
PDCD6	1	PDCD6	
PDCD5	1	PDCD5	
SLA	1	SLA	
MSI1	1	MSI1	
IL1RAP	1	IL1RAP	
MSI2	1	MSI2	
APEH	1	APEH	
SLK	1	SLK	
SLN	1	SLN	
NFATC2IP	1	NFATC2IP	
MAP3K8	1	MAP3K8	
MAP3K9	1	MAP3K9	
MAP3K6	1	MAP3K6	
MAP3K7	1	MAP3K7	
MAP3K4	1	MAP3K4	
MAP3K5	1	MAP3K5	
FBXW4	1	FBXW4	
FBXW5	1	FBXW5	
FBXW8	1	FBXW8	
FBXW7	1	FBXW7	
FBXW9	1	FBXW9	
SRCIN1	1	SRCIN1	
FBXW2	1	FBXW2	
MSH6	1	MSH6	
VMAC	1	VMAC	
MSH2	1	MSH2	
SMO	1	SMO	
MSH3	1	MSH3	
MSH4	1	MSH4	
MSH5	1	MSH5	
CES5A	1	CES5A	
RAP1B	1	RAP1B	
SNN	1	SNN	
RAP1A	1	RAP1A	
NDOR1	1	NDOR1	
ZKSCAN7	1	ZKSCAN7	
ZKSCAN8	1	ZKSCAN8	
ZKSCAN3	1	ZKSCAN3	
ZKSCAN2	1	ZKSCAN2	
ZKSCAN5	1	ZKSCAN5	
ZKSCAN4	1	ZKSCAN4	
TSNAXIP1	1	TSNAXIP1	
CERT1	1	COL4A3BP	
ZKSCAN1	1	ZKSCAN1	
NOP14	1	NOP14	
NOP16	1	NOP16	
API5	1	API5	
RFXANK	1	RFXANK	
G6PC2	1	G6PC2	
LRCH1	1	LRCH1	
G6PC3	1	G6PC3	
SON	1	SON	
SP2	1	SP2	
SP1	1	SP1	
SP4	1	SP4	
SP3	1	SP3	
SP6	1	SP6	
SP5	1	SP5	
SP8	1	SP8	
SP7	1	SP7	
LRCH4	1	LRCH4	
SP9	1	SP9	
LRCH3	1	LRCH3	
NOP10	1	NOP10	
BMP10	1	BMP10	
MTCL1	1	MTCL1	
DYSF	1	DYSF	
APIP	1	APIP	
MSLN	1	MSLN	
BICD1	1	BICD1	
BICD2	1	BICD2	
UNC80	1	UNC80	
SPN	1	SPN	
SPR	1	SPR	
PRADC1	1	PRADC1	
SPDYE2	1	SPDYE2	
SPDYE1	1	SPDYE1	
OR56B1	1	OR56B1	
PRLHR	1	PRLHR	
SPX	1	SPX	
OR56B4	1	OR56B4	
MSMB	1	MSMB	
UNC45A	1	UNC45A	
CERS3	1	CERS3	
UNC45B	1	UNC45B	
CERS4	1	CERS4	
CERS5	1	CERS5	
CERS6	1	CERS6	
RNASET2	1	RNASET2	
MSL2	1	MSL2	
CES4A	1	CES4A	
ADAMTS20	1	ADAMTS20	
MSL1	1	MSL1	
OR56A5	1	OR56A5	
BMP2K	1	BMP2K	
OR56A4	1	OR56A4	
OR56A3	1	OR56A3	
GAPDH	1	GAPDH	
CERS1	1	CERS1	
CERS2	1	CERS2	
OR56A1	1	OR56A1	
PRKAA1	1	PRKAA1	
PRKAA2	1	PRKAA2	
UHRF2	1	UHRF2	
KRTAP29-1	1	KRTAP29-1	
UHRF1	1	UHRF1	
SRC	1	SRC	
SRF	1	SRF	
MLLT1	1	MLLT1	
SRI	1	SRI	
MLLT3	1	MLLT3	
SRL	1	SRL	
MALT1	1	MALT1	
SRM	1	SRM	
MLLT6	1	MLLT6	
SRR	1	SRR	
BSND	1	BSND	
KRIT1	1	KRIT1	
NOP56	1	NOP56	
NOP58	1	NOP58	
SSB	1	SSB	
SPDYE4	1	SPDYE4	
SPDYE3	1	SPDYE3	
SPDYE6	1	SPDYE6	
SPDYE5	1	SPDYE5	
MSMP	1	MSMP	
SORL1	1	SORL1	
BICC1	1	BICC1	
DYTN	1	DYTN	
NECAP2	1	NECAP2	
NECAP1	1	NECAP1	
UROC1	1	UROC1	
CDKN2AIPNL	1	CDKN2AIPNL	
SST	1	SST	
APLF	1	APLF	
ST7	1	ST7	
PDCD4	1	PDCD4	
PDCD2	1	PDCD2	
PDCD1	1	PDCD1	
NOP53	1	GLTSCR2	
UNC79	1	UNC79	
STH	1	STH	
MT1M	1	MT1M	
MT1X	1	MT1X	
RCBTB1	1	RCBTB1	
RCBTB2	1	RCBTB2	
MT2A	1	MT2A	
PEG10	1	PEG10	
TNFSF10	1	TNFSF10	
FBXO4	1	FBXO4	
FBXO3	1	FBXO3	
TNFSF11	1	TNFSF11	
FBXO6	1	FBXO6	
FBXO5	1	FBXO5	
FBXO8	1	FBXO8	
FBXO7	1	FBXO7	
FBXO9	1	FBXO9	
GIMAP1-GIMAP5	1	GIMAP1-GIMAP5	
FBXO2	1	FBXO2	
BCS1L	1	BCS1L	
CYP39A1	1	CYP39A1	
SNORC	1	C2orf82	
MT1A	1	MT1A	
MT1F	1	MT1F	
MT1G	1	MT1G	
FLYWCH2	1	FLYWCH2	
MT1H	1	MT1H	
FLYWCH1	1	FLYWCH1	
MT1B	1	MT1B	
MT1E	1	MT1E	
CERKL	1	CERKL	
AARS1	1	AARS	
AARS2	1	AARS2	
SDC4	1	SDC4	
SDC2	1	SDC2	
SDC3	1	SDC3	
MYCBP2	1	MYCBP2	
CWF19L2	1	CWF19L2	
TGFA	1	TGFA	
APOM	1	APOM	
APOH	1	APOH	
APOF	1	APOF	
STK38L	1	STK38L	
APOD	1	APOD	
APOE	1	APOE	
APOB	1	APOB	
TNFSF18	1	TNFSF18	
APOBEC3C	1	APOBEC3C	
MSR1	1	MSR1	
APOBEC3D	1	APOBEC3D	
APOBEC3F	1	APOBEC3F	
SMLR1	1	SMLR1	
TNFSF14	1	TNFSF14	
APOBEC3G	1	APOBEC3G	
TNFSF15	1	TNFSF15	
DDIAS	1	DDIAS	
TGDS	1	TGDS	
APOBEC3H	1	APOBEC3H	
TNFSF12	1	TNFSF12	
TNFSF13	1	TNFSF13	
IGF2	1	IGF2	
DELE1	1	KIAA0141	
IGF1	1	IGF1	
BST2	1	BST2	
BST1	1	BST1	
MSRA	1	MSRA	
CYP26A1	1	CYP26A1	
FBXL8	1	FBXL8	
CWF19L1	1	CWF19L1	
SDC1	1	SDC1	
ITGBL1	1	ITGBL1	
FBXL3	1	FBXL3	
FBXL2	1	FBXL2	
FBXL5	1	FBXL5	
FBXL4	1	FBXL4	
FBXL7	1	FBXL7	
LDHAL6A	1	LDHAL6A	
APOBEC3A	1	APOBEC3A	
FBXL6	1	FBXL6	
LDHAL6B	1	LDHAL6B	
APOBEC3B	1	APOBEC3B	
MRPS17	1	MRPS17	
MRPS15	1	MRPS15	
MRPS16	1	MRPS16	
MSTN	1	MSTN	
MRPS14	1	MRPS14	
MRPS11	1	MRPS11	
MRPS12	1	MRPS12	
MRPS10	1	MRPS10	
DMBX1	1	DMBX1	
VMO1	1	VMO1	
RAC2	1	RAC2	
SDF4	1	SDF4	
RAC3	1	RAC3	
RAC1	1	RAC1	
SDF2	1	SDF2	
MRPS28	1	MRPS28	
MRPS26	1	MRPS26	
MRPS27	1	MRPS27	
MRPS24	1	MRPS24	
SYK	1	SYK	
MRPS25	1	MRPS25	
MRPS22	1	MRPS22	
MST1	1	MST1	
MRPS23	1	MRPS23	
GAB1	1	GAB1	
MRPS21	1	MRPS21	
PRPF40B	1	PRPF40B	
PRPF40A	1	PRPF40A	
GAB2	1	GAB2	
GAB4	1	GAB4	
APRT	1	APRT	
CNKSR1	1	CNKSR1	
RAP2A	1	RAP2A	
RAP2B	1	RAP2B	
CNKSR3	1	CNKSR3	
TLCD4	1	TMEM56	
SDE2	1	SDE2	
MICU3	1	MICU3	
TLCD2	1	TLCD2	
MICU2	1	MICU2	
TLCD1	1	TLCD1	
CYLC2	1	CYLC2	
MICU1	1	MICU1	
TLCD5	1	TMEM136	
DYNC1I2	1	DYNC1I2	
SELPLG	1	SELPLG	
MRPS35	1	MRPS35	
MRPS36	1	MRPS36	
MRPS33	1	MRPS33	
MRPS34	1	MRPS34	
PRICKLE2	1	PRICKLE2	
MRPS31	1	MRPS31	
MRPS30	1	MRPS30	
PRICKLE1	1	PRICKLE1	
PRICKLE4	1	PRICKLE4	
ZFP14	1	ZFP14	
MSX1	1	MSX1	
RAE1	1	RAE1	
DYNC1I1	1	DYNC1I1	
MAP3K2	1	MAP3K2	
DYNC1H1	1	DYNC1H1	
MAP3K3	1	MAP3K3	
MAP3K1	1	MAP3K1	
SORT1	1	SORT1	
GAD1	1	GAD1	
IGIP	1	IGIP	
GAD2	1	GAD2	
APTX	1	APTX	
VMP1	1	VMP1	
PDCL3	1	PDCL3	
PDCL2	1	PDCL2	
CACHD1	1	CACHD1	
TACC3	1	TACC3	
HDGF	1	HDGF	
RAD1	1	RAD1	
TACC1	1	TACC1	
TACC2	1	TACC2	
ZFP28	1	ZFP28	
OR1C1	1	OR1C1	
DENND5B	1	DENND5B	
TACO1	1	TACO1	
NCMAP	1	NCMAP	
TGM1	1	TGM1	
ZNF80	1	ZNF80	
DMBT1	1	DMBT1	
ZNF83	1	ZNF83	
ZNF84	1	ZNF84	
ZNF85	1	ZNF85	
IGFLR1	1	IGFLR1	
DENND5A	1	DENND5A	
TGM7	1	TGM7	
TGM6	1	TGM6	
RAG2	1	RAG2	
TGM5	1	TGM5	
TGM4	1	TGM4	
TGM3	1	TGM3	
RAG1	1	RAG1	
TGM2	1	TGM2	
MSX2	1	MSX2	
ZGRF1	1	ZGRF1	
DNAJB12	1	DNAJB12	
DNAJB13	1	DNAJB13	
ZNF98	1	ZNF98	
SDHC	1	SDHC	
DNAJB14	1	DNAJB14	
ZNF99	1	ZNF99	
CARTPT	1	CARTPT	
SDHD	1	SDHD	
SDHA	1	SDHA	
SDHB	1	SDHB	
ZNF90	1	ZNF90	
ZNF91	1	ZNF91	
ZNF92	1	ZNF92	
ZNF93	1	ZNF93	
PSPC1	1	PSPC1	
DNAJB11	1	DNAJB11	
DENND6B	1	DENND6B	
DENND6A	1	DENND6A	
BBOF1	1	BBOF1	
RAF1	1	RAF1	
OR1A2	1	OR1A2	
OR1A1	1	OR1A1	
DIPK1C	1	FAM69C	
DIPK1B	1	FAM69B	
DIPK1A	1	FAM69A	
RAI1	1	RAI1	
RNASEH1	1	RNASEH1	
FGF20	1	FGF20	
LPXN	1	LPXN	
IL36RN	1	IL36RN	
FGF23	1	FGF23	
FGF22	1	FGF22	
FGF21	1	FGF21	
DENND4B	1	DENND4B	
DENND4A	1	DENND4A	
DENND4C	1	DENND4C	
FGF17	1	FGF17	
IFT20	1	IFT20	
SDK1	1	SDK1	
IFT22	1	IFT22	
FGF14	1	FGF14	
FGF19	1	FGF19	
FGF18	1	FGF18	
IFT27	1	IFT27	
FGF12	1	FGF12	
FGF11	1	FGF11	
SDK2	1	SDK2	
FGF10	1	FGF10	
TAT	1	TAT	
OR1G1	1	OR1G1	
MYSM1	1	MYSM1	
IFT52	1	IFT52	
CYP26B1	1	CYP26B1	
LASP1	1	LASP1	
EEF2K	1	EEF2K	
GGACT	1	GGACT	
IFT57	1	IFT57	
QRFPR	1	QRFPR	
TBP	1	TBP	
OR1F1	1	OR1F1	
EEF1G	1	EEF1G	
CYP26C1	1	CYP26C1	
IFT43	1	IFT43	
EEF1D	1	EEF1D	
DIPK2A	1	C3orf58	
IFT46	1	IFT46	
PSMB11	1	PSMB11	
RALA	1	RALA	
RALB	1	RALB	
GALT	1	GALT	
OR1E2	1	OR1E2	
OR1E1	1	OR1E1	
POMZP3	1	POMZP3	
PSMB10	1	PSMB10	
IL1RL1	1	IL1RL1	
IFT74	1	IFT74	
IL1RL2	1	IL1RL2	
NWD1	1	NWD1	
NWD2	1	NWD2	
MTA1	1	MTA1	
OXCT1	1	OXCT1	
TGS1	1	TGS1	
TDG	1	TDG	
MVB12B	1	MVB12B	
SLIT1	1	SLIT1	
MVB12A	1	MVB12A	
DROSHA	1	DROSHA	
OXCT2	1	OXCT2	
ZPLD1	1	ZPLD1	
SLIT3	1	SLIT3	
RALY	1	RALY	
SLIT2	1	SLIT2	
MTA2	1	MTA2	
MTA3	1	MTA3	
OR1D5	1	OR1D5	
HSD3B7	1	HSD3B7	
OR1D2	1	OR1D2	
HSD3B2	1	HSD3B2	
HSD3B1	1	HSD3B1	
WARS1	1	WARS	
WARS2	1	WARS2	
GALC	1	GALC	
GALE	1	GALE	
TEC	1	TEC	
TNIP1	1	TNIP1	
TEF	1	TEF	
TNIP2	1	TNIP2	
TNIP3	1	TNIP3	
GALM	1	GALM	
TEK	1	TEK	
SLIRP	1	SLIRP	
GALP	1	GALP	
IPO13	1	IPO13	
IPO11	1	IPO11	
TES	1	TES	
MSANTD3	1	MSANTD3	
CWH43	1	CWH43	
SLCO6A1	1	SLCO6A1	
MSANTD4	1	MSANTD4	
CAPN15	1	CAPN15	
MTBP	1	MTBP	
TFG	1	TFG	
MSANTD1	1	MSANTD1	
ZSCAN31	1	ZSCAN31	
MSANTD2	1	MSANTD2	
ZSCAN30	1	ZSCAN30	
ZSCAN32	1	ZSCAN32	
HOMER3	1	HOMER3	
GAMT	1	GAMT	
PRKCG	1	PRKCG	
MBNL1	1	MBNL1	
PRKCI	1	PRKCI	
MBNL2	1	MBNL2	
PRKCH	1	PRKCH	
TAAR8	1	TAAR8	
DNAAF3	1	DNAAF3	
TAAR9	1	TAAR9	
DNAAF2	1	DNAAF2	
PRKCB	1	PRKCB	
PRKCE	1	PRKCE	
TAAR6	1	TAAR6	
DNAAF1	1	DNAAF1	
PRKCD	1	PRKCD	
AFAP1	1	AFAP1	
TAAR5	1	TAAR5	
TAAR2	1	TAAR2	
DNAAF5	1	DNAAF5	
PRKCA	1	PRKCA	
DNAAF4	1	DYX1C1	
TAAR1	1	TAAR1	
GANC	1	GANC	
MTAP	1	MTAP	
ZSCAN20	1	ZSCAN20	
DAAM1	1	DAAM1	
PRKD3	1	PRKD3	
DAAM2	1	DAAM2	
ZSCAN22	1	ZSCAN22	
ZSCAN21	1	ZSCAN21	
ZSCAN23	1	ZSCAN23	
ZSCAN26	1	ZSCAN26	
PRKCQ	1	PRKCQ	
PRKD2	1	PRKD2	
ZSCAN25	1	ZSCAN25	
PRKD1	1	PRKD1	
FREM1	1	FREM1	
FREM2	1	FREM2	
FREM3	1	FREM3	
ZSCAN29	1	ZSCAN29	
PRKDC	1	PRKDC	
PRDM15	1	PRDM15	
PRDM14	1	PRDM14	
PRDM13	1	PRDM13	
PRDM12	1	PRDM12	
PRDM11	1	PRDM11	
SDSL	1	SDSL	
PRKCZ	1	PRKCZ	
PRDM10	1	PRDM10	
MTDH	1	MTDH	
PRDM16	1	PRDM16	
ZSCAN10	1	ZSCAN10	
GAR1	1	GAR1	
ZSCAN12	1	ZSCAN12	
ZSCAN16	1	ZSCAN16	
FAM120AOS	1	FAM120AOS	
ZSCAN18	1	ZSCAN18	
BTF3	1	BTF3	
HOMER1	1	HOMER1	
HOMER2	1	HOMER2	
MEX3D	1	MEX3D	
MEX3C	1	MEX3C	
MEX3B	1	MEX3B	
MEX3A	1	MEX3A	
GAPT	1	GAPT	
CDKN1C	1	CDKN1C	
BTG4	1	BTG4	
DENND1C	1	DENND1C	
SETD4	1	SETD4	
DENND1B	1	DENND1B	
SETD5	1	SETD5	
BTG3	1	BTG3	
BTG2	1	BTG2	
SETD2	1	SETD2	
CDKN1A	1	CDKN1A	
RARG	1	RARG	
CDKN1B	1	CDKN1B	
BTG1	1	BTG1	
SETD3	1	SETD3	
SETD9	1	SETD9	
DENND1A	1	DENND1A	
SETD6	1	SETD6	
SETD7	1	SETD7	
ASH2L	1	ASH2L	
ASGR1	1	ASGR1	
ASGR2	1	ASGR2	
ADAMTSL1	1	ADAMTSL1	
ADAMTSL5	1	ADAMTSL5	
ADAMTSL4	1	ADAMTSL4	
MTG1	1	MTG1	
DENND11	1	KIAA1147	
ADAMTSL3	1	ADAMTSL3	
MTG2	1	MTG2	
ADAMTSL2	1	ADAMTSL2	
DENND10	1	FAM45A	
TK2	1	TK2	
GAST	1	GAST	
TK1	1	TK1	
DENND2D	1	DENND2D	
DENND2C	1	DENND2C	
ZSCAN5A	1	ZSCAN5A	
ZSCAN5C	1	ZSCAN5CP	
ZSCAN5B	1	ZSCAN5B	
KRTAP15-1	1	KRTAP15-1	
DENND2B	1	ST5	
DENND2A	1	DENND2A	
COPZ2	1	COPZ2	
ASH1L	1	ASH1L	
COPZ1	1	COPZ1	
ANGPTL7	1	ANGPTL7	
ANGPTL6	1	ANGPTL6	
MTF1	1	MTF1	
MTF2	1	MTF2	
ANGPTL8	1	C19orf80	
ANGPTL3	1	ANGPTL3	
GAS2	1	GAS2	
RARA	1	RARA	
RARB	1	RARB	
GAS1	1	GAS1	
ANGPTL2	1	ANGPTL2	
ANGPTL5	1	ANGPTL5	
SINHCAF	1	FAM60A	
ANGPTL4	1	ANGPTL4	
TKT	1	TKT	
GAS6	1	GAS6	
GART	1	GART	
ANGPTL1	1	ANGPTL1	
GAS8	1	GAS8	
GAS7	1	GAS7	
CEP295NL	1	CEP295NL	
PAPSS2	1	PAPSS2	
PAPSS1	1	PAPSS1	
ERMP1	1	ERMP1	
OLFML3	1	OLFML3	
OLFML1	1	OLFML1	
CDKN2D	1	CDKN2D	
CDKN2B	1	CDKN2B	
CDKN2C	1	CDKN2C	
CDKN2A	1	CDKN2A	
IL10RB	1	IL10RB	
IL10RA	1	IL10RA	
GATC	1	GATC	
GATB	1	GATB	
SNCAIP	1	SNCAIP	
GATM	1	GATM	
OSTM1	1	OSTM1	
COQ8B	1	ADCK4	
COQ8A	1	ADCK3	
GTF2B	1	GTF2B	
TNC	1	TNC	
TNF	1	TNF	
TNN	1	TNN	
TNR	1	TNR	
GTF2I	1	GTF2I	
MAP2K3	1	MAP2K3	
MAP2K4	1	MAP2K4	
MAP2K1	1	MAP2K1	
MAP2K2	1	MAP2K2	
RALGAPA1	1	RALGAPA1	
SKIDA1	1	SKIDA1	
RALGAPA2	1	RALGAPA2	
GTF3A	1	GTF3A	
LARP4B	1	LARP4B	
KNCN	1	KNCN	
H4C15	1	HIST2H4B	
H4C14	1	HIST2H4A	
H4C13	1	HIST1H4L	
H4C12	1	HIST1H4K	
H4C11	1	HIST1H4J	
TOX	1	TOX	
PPEF2	1	PPEF2	
INSIG2	1	INSIG2	
INSIG1	1	INSIG1	
MTLN	1	LINC00116	
KNG1	1	KNG1	
TPO	1	TPO	
ESPNL	1	ESPNL	
TPR	1	TPR	
BTLA	1	BTLA	
MAP2K7	1	MAP2K7	
MAP2K5	1	MAP2K5	
MAP2K6	1	MAP2K6	
LINC02694	1	C15orf53	
LINC02693	1	C17orf51	
LINC02691	1	C14orf144	
SYNJ2	1	SYNJ2	
RAX2	1	RAX2	
COPS4	1	COPS4	
COPRS	1	COPRS	
COPS3	1	COPS3	
COPS6	1	COPS6	
COPS5	1	COPS5	
SYNJ1	1	SYNJ1	
COPS2	1	COPS2	
COPS8	1	COPS8	
COPS9	1	MYEOV2	
TCP10L	1	TCP10L	
BMPR2	1	BMPR2	
GAL3ST1	1	GAL3ST1	
TRH	1	TRH	
SYNE4	1	SYNE4	
MTO1	1	MTO1	
SYNE3	1	SYNE3	
SYNE2	1	SYNE2	
SYNE1	1	SYNE1	
THBD	1	THBD	
PRKG2	1	PRKG2	
SERAC1	1	SERAC1	
GAL3ST2	1	GAL3ST2	
GAL3ST3	1	GAL3ST3	
GAL3ST4	1	GAL3ST4	
PRKG1	1	PRKG1	
SECISBP2L	1	SECISBP2L	
LANCL1	1	LANCL1	
TSN	1	TSN	
ESPL1	1	ESPL1	
TST	1	TST	
LANCL2	1	LANCL2	
ALDH9A1	1	ALDH9A1	
MTPN	1	MTPN	
LEPROT	1	LEPROT	
TTK	1	TTK	
TTL	1	TTL	
TTN	1	TTN	
ABLIM1	1	ABLIM1	
ABLIM2	1	ABLIM2	
TTR	1	TTR	
ABLIM3	1	ABLIM3	
ALOXE3	1	ALOXE3	
TUB	1	TUB	
MTOR	1	MTOR	
GLOD4	1	GLOD4	
TCERG1	1	TCERG1	
C12orf57	1	C12orf57	
MTRR	1	MTRR	
C12orf56	1	C12orf56	
WDSUB1	1	WDSUB1	
HDAC10	1	HDAC10	
AQP8	1	AQP8	
ZMYND8	1	ZMYND8	
PITPNB	1	PITPNB	
HDAC11	1	HDAC11	
AQP9	1	AQP9	
PITPNA	1	PITPNA	
AQP6	1	AQP6	
AQP7	1	AQP7	
AQP4	1	AQP4	
AQP5	1	AQP5	
MKI67	1	MKI67	
AQP2	1	AQP2	
AQP3	1	AQP3	
GBA2	1	GBA2	
AQP1	1	AQP1	
KIAA0930	1	KIAA0930	
SYNPR	1	SYNPR	
C12orf60	1	C12orf60	
SYNPO	1	SYNPO	
BTRC	1	BTRC	
C12orf66	1	C12orf66	
C12orf65	1	C12orf65	
DYNC2H1	1	DYNC2H1	
CPT1A	1	CPT1A	
C12orf45	1	C12orf45	
IFRD2	1	IFRD2	
IFRD1	1	IFRD1	
C12orf49	1	C12orf49	
KNL1	1	CASC5	
CPT1C	1	CPT1C	
CPT1B	1	CPT1B	
THEG	1	THEG	
NIF3L1	1	NIF3L1	
C12orf50	1	C12orf50	
UHRF1BP1	1	UHRF1BP1	
HECA	1	HECA	
CAGE1	1	CAGE1	
C12orf54	1	C12orf54	
RTEL1	1	RTEL1	
TXK	1	TXK	
MTTP	1	MTTP	
TRANK1	1	TRANK1	
TXN	1	TXN	
STRIP1	1	STRIP1	
STRIP2	1	STRIP2	
SYNRG	1	SYNRG	
TYR	1	TYR	
OCEL1	1	OCEL1	
ZZZ3	1	ZZZ3	
VNN1	1	VNN1	
VNN2	1	VNN2	
VNN3	1	VNN3	
C12orf73	1	C12orf73	
C12orf71	1	C12orf71	
RBAK	1	RBAK	
C12orf76	1	C12orf76	
C12orf75	1	C12orf75	
TENM2	1	TENM2	
TENM3	1	TENM3	
TENM4	1	TENM4	
GBE1	1	GBE1	
SEC61G	1	SEC61G	
TMED3	1	TMED3	
TMED2	1	TMED2	
DGCR6L	1	DGCR6L	
TMED1	1	TMED1	
SEC61B	1	SEC61B	
TMED7	1	TMED7	
ERMAP	1	ERMAP	
TMED6	1	TMED6	
TMED5	1	TMED5	
TMED4	1	TMED4	
ZYG11B	1	ZYG11B	
ZYG11A	1	ZYG11A	
TMED9	1	TMED9	
TMED8	1	TMED8	
LINC02593	1	AL645608.1	
HEG1	1	HEG1	
SCNM1	1	SCNM1	
SDCCAG8	1	SDCCAG8	
AVPI1	1	AVPI1	
DTYMK	1	DTYMK	
RBFA	1	RBFA	
TM4SF20	1	TM4SF20	
C12orf40	1	C12orf40	
C12orf43	1	C12orf43	
C12orf42	1	C12orf42	
TM4SF18	1	TM4SF18	
TM4SF19	1	TM4SF19	
MTX1	1	MTX1	
MTX2	1	MTX2	
C12orf29	1	C12orf29	
MTX3	1	MTX3	
GBF1	1	GBF1	
NR6A1	1	NR6A1	
PRKRA	1	PRKRA	
COPG2	1	COPG2	
COPG1	1	COPG1	
FRA10AC1	1	FRA10AC1	
IHO1	1	CCDC36	
CCL4L2	1	CCL4L2	
MYRFL	1	MYRFL	
HELB	1	HELB	
GOLGA6L9	1	GOLGA6L9	
BMPER	1	BMPER	
GOLGA6L6	1	GOLGA6L6	
GOLGA6L4	1	GOLGA6L4	
STX16-NPEPL1	1	STX16-NPEPL1	
SVEP1	1	SVEP1	
IL11RA	1	IL11RA	
GOLGA6L2	1	GOLGA6L2	
STIMATE	1	TMEM110	
ACYP2	1	ACYP2	
CDPF1	1	CDPF1	
ACYP1	1	ACYP1	
RSBN1	1	RSBN1	
ZCCHC8	1	ZCCHC8	
COPB2	1	COPB2	
ZCCHC7	1	ZCCHC7	
COPB1	1	COPB1	
GSG1L2	1	GSG1L2	
ZCCHC9	1	ZCCHC9	
ALOX15	1	ALOX15	
ALOX12	1	ALOX12	
THPO	1	THPO	
ZMAT2	1	ZMAT2	
UBB	1	UBB	
ZMAT3	1	ZMAT3	
C15orf61	1	C15orf61	
UBD	1	UBD	
ZMAT4	1	ZMAT4	
UBC	1	UBC	
ZMAT5	1	ZMAT5	
C15orf65	1	C15orf65	
C15orf62	1	C15orf62	
LONRF1	1	LONRF1	
LONRF2	1	LONRF2	
CPSF4	1	CPSF4	
CPSF7	1	CPSF7	
HELQ	1	HELQ	
MPIG6B	1	C6orf25	
CPSF6	1	CPSF6	
HELT	1	HELT	
CPSF1	1	CPSF1	
CPSF3	1	CPSF3	
CPSF2	1	CPSF2	
HELZ	1	HELZ	
SELE	1	SELE	
SELP	1	SELP	
SEM1	1	SHFM1	
SELL	1	SELL	
BAMBI	1	BAMBI	
CRYL1	1	CRYL1	
ZCCHC4	1	ZCCHC4	
FGFR4	1	FGFR4	
RBIS	1	C8orf59	
FGFR3	1	FGFR3	
ZCCHC3	1	ZCCHC3	
FGFR2	1	FGFR2	
ZCCHC2	1	ZCCHC2	
FGFR1	1	FGFR1	
GLP1R	1	GLP1R	
C15orf39	1	C15orf39	
UCN	1	UCN	
THRB	1	THRB	
THRA	1	THRA	
OPLAH	1	OPLAH	
RBM4	1	RBM4	
C15orf40	1	C15orf40	
C15orf41	1	C15orf41	
RBM7	1	RBM7	
RBM5	1	RBM5	
RBM6	1	RBM6	
C15orf48	1	C15orf48	
SMKR1	1	SMKR1	
GLP2R	1	GLP2R	
MYRIP	1	MYRIP	
RBL2	1	RBL2	
GAP43	1	GAP43	
RBL1	1	RBL1	
TMEM9	1	TMEM9	
DEFB4A	1	DEFB4A	
DEFB4B	1	DEFB4B	
RBKS	1	RBKS	
TSGA10IP	1	TSGA10IP	
NRXN1	1	NRXN1	
NRXN3	1	NRXN3	
NRXN2	1	NRXN2	
BICRA	1	GLTSCR1	
NXF1	1	NXF1	
MUC1	1	MUC1	
MUC2	1	MUC2	
SAP30L	1	SAP30L	
POC1A	1	POC1A	
MUC7	1	MUC7	
POC1B	1	POC1B	
HES1	1	HES1	
TENT2	1	PAPD4	
BUB3	1	BUB3	
HES3	1	HES3	
GBP2	1	GBP2	
HES2	1	HES2	
GBP1	1	GBP1	
BUB1	1	BUB1	
MUC4	1	MUC4	
HES5	1	HES5	
GBP4	1	GBP4	
HES4	1	HES4	
GBP3	1	GBP3	
MUC6	1	MUC6	
CRYGS	1	CRYGS	
CRYGN	1	CRYGN	
CAPN13	1	CAPN13	
CRYGC	1	CRYGC	
CAPN14	1	CAPN14	
CRYGD	1	CRYGD	
CRYGA	1	CRYGA	
CAPN11	1	CAPN11	
CRYGB	1	CRYGB	
JSRP1	1	JSRP1	
CAPN12	1	CAPN12	
CAPN10	1	CAPN10	
FSIP1	1	FSIP1	
CSNK1A1L	1	CSNK1A1L	
FSIP2	1	FSIP2	
ADAMDEC1	1	ADAMDEC1	
ZFYVE9	1	ZFYVE9	
OR2M7	1	OR2M7	
OR2M5	1	OR2M5	
OR2M4	1	OR2M4	
C4BPA	1	C4BPA	
OR2M3	1	OR2M3	
C4BPB	1	C4BPB	
OR2M2	1	OR2M2	
C22orf23	1	C22orf23	
RBPJ	1	RBPJ	
MEIKIN	1	MEIKIN	
ZFYVE1	1	ZFYVE1	
ZFYVE28	1	ZFYVE28	
ZFYVE26	1	ZFYVE26	
ZFYVE27	1	ZFYVE27	
UBASH3B	1	UBASH3B	
C22orf31	1	C22orf31	
LRAT	1	LRAT	
UBASH3A	1	UBASH3A	
LINC01620	1	LINC01620	
GBP6	1	GBP6	
HES7	1	HES7	
GBP5	1	GBP5	
HES6	1	HES6	
GBP7	1	GBP7	
OR2L5	1	OR2L5	
HPCAL1	1	HPCAL1	
RNASE6	1	RNASE6	
OR2L3	1	OR2L3	
